PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,CAD MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
112-127156GMMF4,886821179114,12X7,12,7,4-156 GM MF VIS ASSAULT,C112GM-V,131.1,675,Gunmetal Machined Face,2.5,4,4-156,,,VIS-ATV,112,No,No,14,14,9,13.6,132.16,92.51,35,22,8,0,0,6,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-128110GMMF4,886821179213,12X8,12,8,4-110 GM MF VIS ASSAULT,C112GM-V,86,1150,Gunmetal Machined Face,-10.2,4,4-110,,,VIS-ATV,112,No,No,16,16,9,17.65,135.47,94.83,44,0,30,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-128136GMMF4,886821179190,12X8,12,8,4-136 GM MF VIS ASSAULT,C112GM-V,110.5,1150,Gunmetal Machined Face,-10.2,4,4-136,,,VIS-ATV,112,No,No,13.75,13.75,9.5,17.3,135.47,94.83,16,22,26,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-128156GMMF4,886821179183,12X8,12,8,4-156 GM MF VIS ASSAULT,C112GM-V,131.1,1150,Gunmetal Machined Face,-10.2,4,4-156,,,VIS-ATV,112,No,No,13.75,13.75,9.5,16.7,135.47,94.83,26,29,20,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-12844GMMF4,886821179206,12X8,12,8,4-4 GM MF VIS ASSAULT,C112GM-V,69.85,1150,Gunmetal Machined Face,-10.2,4,4-4 (4-101.6),,,VIS-ATV,112,No,No,13.75,13.75,9.5,16.7,147.62,103.33,2,30,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-147110GMMF4,886821179244,14X7,14,7,4-110 GM MF VIS ASSAULT,C112GM-V,86,700,Gunmetal Machined Face,2.5,4,4-110,,,VIS-ATV,112,No,No,16,16,8.5,17.9,157.19,110.03,43,21,1,0,0,7,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-147136GMMF4,886821179237,14X7,14,7,4-136 GM MF VIS ASSAULT,C112GM-V,110.5,700,Gunmetal Machined Face,2.5,4,4-136,,,VIS-ATV,112,No,No,16,16,8.5,15.6,157.19,110.03,16,0,0,0,0,6,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-147156GMMF4,886821179220,14X7,14,7,4-156 GM MF VIS ASSAULT,C112GM-V,131.1,700,Gunmetal Machined Face,2.5,4,4-156,,,VIS-ATV,112,No,No,16,16,8.5,17.2,157.19,110.03,21,20,36,0,0,7,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-148110GMMF4,886821179299,14X8,14,8,4-110 GM MF VIS ASSAULT,C112GM-V,86,1300,Gunmetal Machined Face,-10.2,4,4-110,,,VIS-ATV,112,No,No,16,16,10,18.4,157.19,110.03,4,2,4,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-148136GMMF4,886821179282,14X8,14,8,4-136 GM MF VIS ASSAULT,C112GM-V,110.5,1300,Gunmetal Machined Face,-10.2,4,4-136,,,VIS-ATV,112,No,No,16,16,9.5,19,157.19,110.03,5,21,1,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
112-148156GMMF4,886821179275,14X8,14,8,4-156 GM MF VIS ASSAULT,C112GM-V,131.1,1300,Gunmetal Machined Face,-10.2,4,4-156,,,VIS-ATV,112,No,No,15.75,15.75,9.75,16.1,157.19,110.03,35,30,34,0,0,4,https://images.iconfigurators.app/images/wheels/large/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_112_wheel_4lug_gloss_gunmetal_machined_windows_14x8-1000.jpg
141H5761C6,886821059843,15X7,15,7,5-4.75 CHR LEGEND 5 VISION,C141-T-V,83,2100,Chrome,6,4.25,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,8.75,21,303.37,212.36,57,0,24,1,10,4,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5761C-7,886821059850,15X7,15,7,5-4.75 CHR LEGEND 5 VISION,C141-T-V,83,2100,Chrome,-7,3.7,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,8.75,20.9,303.37,212.36,69,0,0,20,8,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5761GB6,886821148639,15X7,15,7,5-4.75 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,6,4.25,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,8.75,18.7,192.08,134.46,0,7,65,10,0,7,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5761GB-7,886821148653,15X7,15,7,5-4.75 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,-7,3.7,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,8.75,19.6,192.08,134.46,12,54,73,0,0,12,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5761GM6,886821059867,15X7,15,7,5-4.75 GMML LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,6,4.25,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,8.75,19.2,192.08,134.46,54,34,0,2,4,4,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5761GM-7,886821059874,15X7,15,7,5-4.75 GMML LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,-7,3.7,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,8.75,20.1,192.08,134.46,0,3,0,0,4,4,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5765C6,886821059881,15X7,15,7,5-4.50 CHR LEGEND 5 VISION,C141-T-V,83,2100,Chrome,6,4.25,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,8.75,19.7,303.37,212.36,40,9,6,0,8,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5765C-7,886821059898,15X7,15,7,5-4.50 CHR LEGEND 5 VISION,C141-T-V,83,2100,Chrome,-7,3.7,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,8.75,21.1,303.37,212.36,36,12,0,0,8,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5765GB6,886821148646,15X7,15,7,5-4.50 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,6,4.25,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,8.75,18.6,192.08,134.46,1,0,36,0,0,8,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5765GB-7,886821148677,15X7,15,7,5-4.50 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,-7,3.7,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,8.75,19.6,192.08,134.46,32,48,8,34,0,8,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5765GM6,886821059904,15X7,15,7,5-4.50 GMML LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,6,4.25,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,8.75,18.9,192.08,134.46,0,0,0,0,4,3,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5765GM-7,886821059911,15X7,15,7,5-4.50 GMML LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,-7,3.7,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,8.75,20,192.08,134.46,0,0,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5861C0,886821059928,15X8,15,8,5-4.75 CHR LEGEND 5 VISION,C141-T-V,83,2100,Chrome,0,4.5,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.3,308.21,215.75,20,0,6,0,0,1,,
141H5861C-19,886821059935,15X8,15,8,5-4.75 CHR VIS LEGEND 5,C141-T-V,83,2100,Chrome,-19,3.75,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,9.75,22.5,308.21,215.75,56,10,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5861GB0,886821148721,15X8,15,8,5-4.75 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,0,4.5,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,9.75,20.6,204.11,142.88,6,56,128,0,0,8,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5861GB-19,886821148691,15X8,15,8,5-4.75 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,-19,3.75,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.4,204.11,142.88,0,3,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5861GM0,886821059942,15X8,15,8,5-4.75 GMML LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,0,4.5,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,9.75,20.6,204.11,142.88,48,20,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5861GM-19,886821059959,15X8,15,8,5-4.75 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,-19,3.75,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,17.5,17.5,9.75,22.2,204.11,142.88,2,29,22,1,0,10,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5865C-19,886821059973,15X8,15,8,5-4.5 CHR VIS LEGEND 5,C141-T-V,83,2100,Chrome,-19,3.75,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.9,308.21,215.75,13,26,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5865GB0,886821148714,15X8,15,8,5-4.50 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,0,4.5,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,9.75,20.6,204.11,142.88,0,2,38,0,0,1,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5865GB-19,886821148684,15X8,15,8,5-4.50 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,-19,3.75,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,9.75,22,204.11,142.88,0,0,0,0,0,1,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5865GM0,886821059980,15X8,15,8,5-4.5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,0,4.5,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.6,204.11,142.88,0,0,1,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5865GM-19,886821059997,15X8,15,8,5-4.5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,-19,3.75,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.6,204.11,142.88,11,18,34,0,0,8,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5873C0,886821060009,15X8,15,8,5-5 CHR VISION LEGEND 5,C141-T-V,83,2100,Chrome,0,4.5,5-5 (5-127),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.6,308.21,215.75,0,22,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5873C-19,886821060016,15X8,15,8,5-5 CHR VISION LEGEND 5,C141-T-V,83,2100,Chrome,-19,3.75,5-5 (5-127),,,VIS-AM,141H,No,No,17.5,17.5,9.75,22.3,308.21,215.75,11,0,49,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5873GB0,886821148738,15X8,15,8,5-5 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,0,4.5,5-5 (5-127),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.4,204.11,142.88,0,0,0,1,0,0,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5873GB-19,886821148707,15X8,15,8,5-5 GBML LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,-19,3.75,5-5 (5-127),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.4,204.11,142.88,27,0,2,0,8,0,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5873GM0,886821060023,15X8,15,8,5-5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,0,4.5,5-5 (5-127),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.4,204.11,142.88,109,52,0,0,8,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5873GM-19,886821060030,15X8,15,8,5-5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,-19,3.75,5-5 (5-127),,,VIS-AM,141H,No,No,17.5,17.5,9.75,21.7,204.11,142.88,48,8,8,9,0,2,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H5885C0,886821183647,15X8,15,8,5-5.5 CHR VIS LEGEND 5,C141-T-V,87.1,2100,Chrome,0,4.5,5-5.5 (5-139.7),,,VIS-AM,141H,No,No,17.5,17.5,10,23.2,308.21,215.75,28,70,55,0,14,4,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H5885GB0,886821193639,15X8,15,8,5-5.5 GBML VIS LEGEND 5,C141-T-V,87.1,2100,Gloss Black Machined Lip,0,4.5,5-5.5 (5-139.7),,,VIS-AM,141H,No,No,17.5,17.5,10,22.7,204.11,142.88,0,12,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H5885GM0,886821193615,15X8,15,8,5-5.5 GMML VIS LEGEND 5,C141-T-V,87.1,2100,Gunmetal Machined Lip,0,4.5,5-5.5 (5-139.7),,,VIS-AM,141H,No,No,17.5,17.5,10,23.1,204.11,142.88,0,0,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H7861C0,886821060184,17X8,17,8,5-4.75 CHR VIS LEGEND 5,C141-T-V,83,2100,Chrome,0,4.5,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,19.5,19.5,9.75,28,369.11,258.37,52,0,6,0,4,8,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H7861C19,886821060191,17X8,17,8,5-4.75 CHR VISION LEGEND 5,C141-T-V,83,2100,Chrome,19,5.25,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,19.5,19.5,9.75,28,369.11,258.37,2,24,13,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H7861GB0,886821148745,17X8,17,8,5-4.75 GBML VIS LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,0,4.5,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,19.5,19.5,9.75,27.4,261.41,182.99,79,16,42,0,0,8,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H7861GB19,886821148752,17X8,17,8,5-4.75 GBML VIS LEGEND 5,C141-T-V,87.1,2100,Gloss Black Machined Lip,19,5.25,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,19.5,19.5,9.75,26.4,261.41,182.99,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H7861GM0,886821060207,17X8,17,8,5-4.75 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,0,4.5,5-4.75 (5-120.65),,,VIS-AM,141H,No,No,19.5,19.5,9.75,28,261.41,182.99,17,18,29,16,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H7865C0,886821060221,17X8,17,8,5-4.5 CHR VISION LEGEND 5,C141-T-V,83,2100,Chrome,0,4.5,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,19.5,19.5,9.75,26.2,369.11,258.37,20,20,31,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H7865C19,886821060238,17X8,17,8,5-4.5 CHR VISION LEGEND 5,C141-T-V,83,2100,Chrome,19,5.25,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,19.5,19.5,9.75,21.4,369.11,258.37,31,0,60,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H7865GB19,886821148783,17X8,17,8,5-4.50 GBML VIS LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,19,5.25,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,19.5,19.5,9.75,26.1,261.41,182.99,15,92,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H7865GM0,886821060245,17X8,17,8,5-4.5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,0,4.5,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,19.5,19.5,9.75,27.5,261.41,182.99,0,0,0,0,0,0,,
141H7865GM19,886821060252,17X8,17,8,5-4.5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,19,5.25,5-4.5 (5-114.3),,,VIS-AM,141H,No,No,19.5,19.5,9.75,26.2,261.41,182.99,25,32,12,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H7873C0,886821060269,17X8,17,8,5-5 CHR VISION LEGEND 5,C141-T-V,83,2100,Chrome,0,4.5,5-5 (5-127),,,VIS-AM,141H,No,No,19.5,19.5,9.75,27.7,369.11,258.37,60,48,0,8,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_chrome_17x8_std_1000.jpg
141H7873GB0,886821148790,17X8,17,8,5-5 GBML VIS LEGEND 5,C141-T-V,83,2100,Gloss Black Machined Lip,0,4.5,5-5 (5-127),,,VIS-AM,141H,No,No,19.5,19.5,9.75,27.6,261.41,182.99,52,23,4,0,4,0,https://images.iconfigurators.app/images/wheels/large/visionwheels_141_15x8-1407-471-00_500.png,https://images.iconfigurators.app/images/wheels/xlarge/visionwheels_141_15x8-1407-471-00_1000.jpg
141H7873GM0,886821060283,17X8,17,8,5-5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,0,4.5,5-5 (5-127),,,VIS-AM,141H,No,No,19.5,19.5,9.75,27.4,261.41,182.99,10,19,3,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H7873GM19,886821060290,17X8,17,8,5-5 GMML VIS LEGEND 5,C141-T-V,83,2100,Gunmetal Machined Lip,19,5.25,5-5 (5-127),,,VIS-AM,141H,No,No,19.5,19.5,9.75,26.4,261.41,182.99,0,8,4,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_5_gunmetal_machine_lip_5_lug_17x8_std_1000.jpg
141H7883C0,886821060306,17X8,17,8,6-5.5 CHR VISION LEGEND 6,C141-T-V,78.1,2100,Chrome,0,4.5,6-5.5 (6-139.7),,,VIS-AM,141H,No,No,19.5,19.5,9.75,27.6,369.11,258.37,57,67,16,3,8,4,https://images.iconfigurators.app/images/wheels/large/vision_141_legend_6_chrome_17x8_std_500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_141_legend_6_chrome_17x8_std_1000.jpg
